x,y,z
28.58968677,1.079088765,6.642811926
1.774503108,0.833419577,12.11539657
5.03766309,1.524478158,5.346425943
30.99968284,2.389995751,10.11138064
14.95020348,3.022425414,8.459882892
22.87881063,0.906428166,14.92172884
20.18682649,1.285909179,27.53893344
21.27362622,0.771313412,24.50280045
11.11959192,2.193428215,7.485274342
4.252145718,3.537596512,2.629387183
37.60546107,3.315689723,10.56751686
8.7239096,0.641949729,1.406365766
27.8489902,2.278528298,19.29380665
26.08007034,1.583145428,5.333387298
4.584674327,1.334736994,23.35339596
10.36732389,2.683696942,11.73553865
25.20266272,0.566992777,6.434776291
15.45927671,2.751872259,2.862451418
23.45443693,3.62498335,6.636348384
0.499060183,3.419471208,7.910098071
5.707118915,0.72427333,4.329273081
6.700471646,1.550002064,9.21759908
23.48490927,2.476160651,65.40674515
11.51930811,1.103273166,39.13635909
12.70758752,2.50418951,19.28257553
4.458641266,2.284664933,16.43090674
21.88665812,0.423570488,13.02666414
16.12816372,0.287940315,11.0567971
3.788352705,0.77185776,0.310208703
31.60750313,0.958154107,3.393358149
17.63504018,4.295846337,0.884416408
5.122320431,2.277861799,8.794892032
12.48678776,2.434152681,5.666538276
25.8542753,1.809199608,23.8867345
8.990356129,2.625806753,11.57032054
15.31492944,2.162701544,1.895711876
1.529112081,1.971224646,20.22855425
9.54872819,1.065933124,13.34849833
2.259715626,1.030499606,13.76036749
8.940852743,0.790496797,29.46729066
19.87243715,1.77330522,17.84749402
22.44533753,1.3394863,13.98445021
14.13946959,0.317868481,6.285832182
5.242598118,0.841746287,44.46320801
13.98363315,1.846580936,3.198954912
15.66438441,1.552918572,5.638761906
14.74624964,1.28071023,14.02514384
24.63494208,2.835229801,16.80610493
30.93221312,2.097794988,13.95288348
47.53095555,0.504243939,25.9414695
18.7871894,1.052759092,28.08569802
23.57811962,3.315247518,28.47083164
13.89910115,3.025216704,10.80589686
17.62416971,1.5823983,1.94361278
6.917731749,0.719889088,3.463255632
20.93541052,1.143033169,3.748612578
6.011158415,3.864409203,51.20437636
5.412032427,1.754407602,4.543056321
23.47096432,0.04751536,0.42910421
20.69593425,1.682684328,2.125478309
8.848280428,1.28492401,0.711149996
25.04627523,2.255589205,12.0280951
35.97421995,2.004442697,6.660556149
1.780493123,1.576783762,3.041725015
8.883947126,0.847129779,26.0567887
7.538196305,1.659446133,15.48249126
11.18320045,2.288047868,5.715706211
4.342121298,0.079881278,7.485298411
41.03630352,0.310944735,6.899525702
2.642417492,0.282656088,17.09388891
23.30026592,2.683473581,1.310787816
8.195727415,0.418576325,6.988083367
22.45399742,2.502867168,3.546492686
8.143458133,2.975292388,2.546170024
29.49800785,0.289734776,6.970164401
30.10763227,1.429125019,37.4831486
33.02917764,0.47235815,11.90711047
6.772651025,0.201313335,8.666777033
7.403400821,2.464712098,1.99581022
16.43548544,0.638630007,2.702018502
10.89886036,2.673942393,13.8541286
14.08630233,0.693349879,0.723377126
4.568599992,4.774629652,13.24899137
1.269063495,0.209857486,3.616962698
13.71781882,2.543622395,4.10621182
35.21361889,1.298819685,6.47482177
2.327617169,2.001944304,10.73334453
22.11048101,3.456960323,6.137666721
16.7519791,3.505402464,1.472714817
7.414058171,1.076197846,2.838703769
20.19698617,2.560035173,20.85164641
15.90875965,0.081618913,7.857702684
3.066198445,2.149404752,10.13775167
9.428794737,0.567881939,3.497234377
16.77287685,0.947557769,12.16537175
17.83259457,1.318759564,0.162790119
7.684594042,2.794145176,2.287108422
13.15598927,0.704159748,4.512790596
32.85885124,0.649864077,5.886390113
29.93592129,0.230808308,8.000739076
23.33348334,2.068916444,15.60055292
25.68231085,1.261067379,0.998012271
11.1670651,1.239222941,26.76788102
22.7868541,1.385165478,14.32286031
28.5340982,1.635372347,4.760888537
0.809053827,3.136731457,9.663991245
1.215707217,2.766425682,6.465706258
10.61303994,2.55911428,16.14358379
20.76264535,1.899611268,7.002451015
13.73389304,2.198498997,16.8771027
19.9510307,1.691101838,14.9803986
3.026912319,1.652585388,4.741022021
3.651773076,1.63173164,26.25820634
7.262552524,2.763855519,13.2743681
16.29986714,1.14928043,8.092677256
30.55289865,3.982874248,1.372650161
29.97088367,2.317586635,51.3446468
22.55606011,3.359737655,1.626276352
9.666944726,0.820377195,84.56375629
15.98142697,2.194212314,28.67521795
1.565532951,1.373838309,2.795408457
1.763742775,0.615999938,20.42994175
4.106377807,0.028390684,0.261098774
13.83585529,0.767941212,16.62479743
20.16132725,0.37163855,16.42916085
30.82065416,2.155336585,0.335452345
22.41120133,3.048396157,20.46665621
6.453713663,1.317589294,10.61228615
11.62305799,0.710626146,14.53167945
4.918970958,0.909058527,1.473763253
27.16663918,1.682945404,2.073210825
6.276617341,1.013168752,46.51575095
22.48675571,0.042658074,0.244440628
23.46384892,1.549822266,5.365070706
8.7331176,0.708609906,65.68274926
8.279427757,1.731742815,4.007642448
8.316483839,1.667272361,16.79161765
5.320664509,3.095475858,5.849015772
0.211832318,2.669374039,16.49121967
17.51393863,1.464374494,1.314753357
13.83157038,1.799446562,0.931668707
15.4421927,1.030916851,9.913615067
20.1546239,2.764717456,11.41719185
3.622544253,4.014091087,2.517686919
20.19264795,3.018462158,19.35121785
24.70889979,0.651117796,22.46366896
6.428108026,1.398104551,19.21016998
18.57778609,0.559015702,20.11268614
11.55350375,0.068660191,5.240188551
21.40191551,1.215855229,1.875597803
11.19308346,1.65114333,2.158952295
11.86212667,2.841177586,6.233470177
11.92809848,3.02736066,5.411279429
6.495466308,0.331842331,8.065559994
19.68302062,0.530207523,26.06577861
28.37876961,0.818512386,6.909734436
23.68656951,1.925876761,1.535333617
1.197803927,0.151595705,4.392182024
7.143033887,2.847642507,21.2844589
38.2890574,0.754960228,22.38899085
16.16253729,1.062531832,27.19579297
32.332067,2.480693286,6.842626899
28.39616106,2.891269678,3.669130597
28.66646647,0.523804318,10.40876912
19.15053226,0.052854114,9.684269229
22.13892019,0.637567364,4.105850845
3.012275181,2.769919479,17.54882287
7.615008452,2.141487224,8.238084562
31.65489711,1.331791886,4.413886456
27.88631351,0.856298175,9.418839972
8.662450195,0.202037495,2.001429349
17.50021143,3.384078466,5.454151315
16.72293298,0.798033797,0.891615318
8.125052225,3.46274498,3.036260547
30.70276369,0.03784653,27.48582264
15.45495989,0.06386562,0.164562347
17.08296837,0.614547155,7.994081132
12.44172,0.94349136,14.50529067
18.25056339,0.182000365,7.326935889
3.839545078,2.703320383,29.03379501
33.14240263,1.393636063,10.33959487
4.294164195,0.419325738,1.62416721
3.016088503,0.100080106,4.010727581
25.32338973,1.115174384,12.36863637
20.67360725,0.716730759,2.515974478
9.971022498,3.096739845,6.413470695
39.94102553,0.127433336,1.11024935
17.65475349,1.727741555,43.44956993
0.976364504,1.072403169,23.42023221
10.89641677,0.101054079,25.01773687
8.717031566,1.940239621,10.14280327
20.75311625,1.595504577,0.537528557
3.259904998,1.093503108,11.03517538
6.875289665,1.315489824,5.035456198
6.471353901,0.589721783,8.201833448
26.61046217,1.865963291,13.62786159
11.96749372,2.349823028,3.556517058
12.35736717,0.158199931,12.12122504
9.009529268,3.120926089,2.531485265
6.996335244,1.171660597,13.35294044
18.17800176,1.91671723,2.347415954
8.560428846,2.627139676,41.81086411
27.1440678,3.726868292,5.797157332
1.373713604,0.962843705,0.645419047
18.20192688,1.571453133,1.736876712
35.94434394,2.218702155,21.79518784
19.4128093,1.318875604,5.969059345
3.303780173,2.930222126,12.56822088
2.955485609,2.226157387,16.77640689
10.04158771,0.392369102,24.03856807
15.96614983,2.886007775,16.47841112
13.38602688,2.489415825,15.04097297
6.183670582,0.856466428,29.99365672
28.07583888,0.17261257,3.103737684
27.31909443,1.911703688,2.808539006
20.97077469,2.174125527,12.72351831
29.57123804,0.11067635,0.475435599
5.676603271,0.226378205,19.47255343
3.110076454,0.201807677,23.33746564
13.66778053,3.05946119,34.4610723
25.4578846,2.278518524,16.23275749
3.247186207,2.806315858,3.037195059
31.07374624,0.288243181,0.446933496
